family,function,parameters,construction,direct_records,output_cardinality,decomposed_records,compression_ratio,lut_calls,reachable_states,exhaustive_cases,maximum_error,exact,selected,elapsed_ms,scale,note
Deeper elementary composition,floor(asinh(x)/asinh(y)),"x,y in [1,15], t=16",quantized log-asinh difference followed by one exact finite exponential/floor LUT,225,4,121,1.859504,3,81,225,0,True,False,16.194,23,Outer interval has 91 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sinh(x/t)/sinh(y/t)),"x,y in [1,15], t=16",quantized log-sinh difference followed by one exact finite exponential/floor LUT,225,16,311,0.723473,3,139,225,0,True,False,19.281,34,Outer interval has 281 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(sin(pi*x/(2t))/sin(pi*y/(2t)))),"x,y in [1,15], t=16",quantized half log-sine difference followed by one exact finite exponential/floor LUT,225,4,191,1.178010,3,117,225,0,True,False,22.398,48,Outer interval has 161 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(log(1+x)/log(1+y))),"x,y in [1,15], t=16",quantized half log-log difference followed by one exact finite exponential/floor LUT,225,3,117,1.923077,3,79,225,0,True,False,20.535,43,Outer interval has 87 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(cuberoot(log(1+x)/log(1+y))),"x,y in [1,15], t=16",quantized one-third log-log difference followed by one exact finite exponential/floor LUT,225,2,117,1.923077,3,79,225,0,True,False,25.103,65,Outer interval has 87 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(asinh(x)/asinh(y))),"x,y in [1,15], t=16",quantized half log-asinh difference followed by one exact finite exponential/floor LUT,225,2,121,1.859504,3,81,225,0,True,False,22.489,46,Outer interval has 91 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sin(pi*x/(2t))/sin(pi*y/(2t))),"x,y in [1,31], t=32",quantized log-sine difference followed by one exact finite exponential/floor LUT,961,21,899,1.068966,3,475,961,0,True,False,129.264,96,Outer interval has 837 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(tan(pi*x/(4t))/tan(pi*y/(4t))),"x,y in [1,31], t=32",quantized log-tangent difference followed by one exact finite exponential/floor LUT,961,33,665,1.445113,3,395,961,0,True,False,87.044,57,Outer interval has 603 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(cos(pi*x/(2t))/cos(pi*y/(2t))),"x,y in [1,31], t=32",quantized log-cosine difference followed by one exact finite exponential/floor LUT,961,21,899,1.068966,3,475,961,0,True,False,95.556,96,Outer interval has 837 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(log(1+x)/log(1+y)),"x,y in [1,31], t=32",quantized log-log(1+x) difference followed by one exact finite exponential/floor LUT,961,6,343,2.801749,3,237,961,0,True,True,99.217,60,Outer interval has 281 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(log(1+x^2)/log(1+y^2)),"x,y in [1,31], t=32",quantized log-log(1+x^2) difference followed by one exact finite exponential/floor LUT,961,10,435,2.209195,3,273,961,0,True,True,97.930,56,Outer interval has 373 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(1+x^2)/sqrt(1+y^2)),"x,y in [1,31], t=32",quantized logarithms of square-root features followed by one exact finite outer LUT,961,22,437,2.199085,3,305,961,0,True,True,75.836,42,Outer interval has 375 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(asinh(x)/asinh(y)),"x,y in [1,31], t=32",quantized log-asinh difference followed by one exact finite exponential/floor LUT,961,5,411,2.338200,3,271,961,0,True,True,117.961,78,Outer interval has 349 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sinh(x/t)/sinh(y/t)),"x,y in [1,31], t=32",quantized log-sinh difference followed by one exact finite exponential/floor LUT,961,32,777,1.236808,3,421,961,0,True,False,107.375,69,Outer interval has 715 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(sin(pi*x/(2t))/sin(pi*y/(2t)))),"x,y in [1,31], t=32",quantized half log-sine difference followed by one exact finite exponential/floor LUT,961,5,899,1.068966,3,475,961,0,True,False,244.954,192,Outer interval has 837 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(log(1+x)/log(1+y))),"x,y in [1,31], t=32",quantized half log-log difference followed by one exact finite exponential/floor LUT,961,3,339,2.834808,3,239,961,0,True,True,153.555,119,Outer interval has 277 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(cuberoot(log(1+x)/log(1+y))),"x,y in [1,31], t=32",quantized one-third log-log difference followed by one exact finite exponential/floor LUT,961,2,335,2.868657,3,235,961,0,True,True,205.820,175,Outer interval has 273 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(asinh(x)/asinh(y))),"x,y in [1,31], t=32",quantized half log-asinh difference followed by one exact finite exponential/floor LUT,961,3,409,2.349633,3,271,961,0,True,True,193.381,155,Outer interval has 347 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sin(pi*x/(2t))/sin(pi*y/(2t))),"x,y in [1,63], t=64",quantized log-sine difference followed by one exact finite exponential/floor LUT,3969,41,4235,0.937190,3,1925,3969,0,True,False,1918.891,384,Outer interval has 4109 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(tan(pi*x/(4t))/tan(pi*y/(4t))),"x,y in [1,63], t=64",quantized log-tangent difference followed by one exact finite exponential/floor LUT,3969,66,4621,0.858905,3,2067,3969,0,True,False,1402.377,356,Outer interval has 4495 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(cos(pi*x/(2t))/cos(pi*y/(2t))),"x,y in [1,63], t=64",quantized log-cosine difference followed by one exact finite exponential/floor LUT,3969,41,4235,0.937190,3,1925,3969,0,True,False,1307.937,384,Outer interval has 4109 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(log(1+x)/log(1+y)),"x,y in [1,63], t=64",quantized log-log(1+x) difference followed by one exact finite exponential/floor LUT,3969,7,913,4.347207,3,655,3969,0,True,True,878.946,152,Outer interval has 787 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(log(1+x^2)/log(1+y^2)),"x,y in [1,63], t=64",quantized log-log(1+x^2) difference followed by one exact finite exponential/floor LUT,3969,12,1187,3.343724,3,733,3969,0,True,True,860.889,148,Outer interval has 1061 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(1+x^2)/sqrt(1+y^2)),"x,y in [1,63], t=64",quantized logarithms of square-root features followed by one exact finite outer LUT,3969,45,1311,3.027460,3,947,3969,0,True,True,489.079,108,Outer interval has 1185 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(asinh(x)/asinh(y)),"x,y in [1,63], t=64",quantized log-asinh difference followed by one exact finite exponential/floor LUT,3969,6,1001,3.965035,3,679,3969,0,True,True,994.454,178,Outer interval has 875 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sinh(x/t)/sinh(y/t)),"x,y in [1,63], t=64",quantized log-sinh difference followed by one exact finite exponential/floor LUT,3969,65,3811,1.041459,3,1837,3969,0,True,False,1287.340,297,Outer interval has 3685 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(sin(pi*x/(2t))/sin(pi*y/(2t)))),"x,y in [1,63], t=64",quantized half log-sine difference followed by one exact finite exponential/floor LUT,3969,7,4229,0.938520,3,1925,3969,0,True,False,4348.401,767,Outer interval has 4103 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(log(1+x)/log(1+y))),"x,y in [1,63], t=64",quantized half log-log difference followed by one exact finite exponential/floor LUT,3969,3,911,4.356751,3,653,3969,0,True,True,1561.989,303,Outer interval has 785 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(cuberoot(log(1+x)/log(1+y))),"x,y in [1,63], t=64",quantized one-third log-log difference followed by one exact finite exponential/floor LUT,3969,2,913,4.347207,3,655,3969,0,True,True,2226.954,456,Outer interval has 787 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Deeper elementary composition,floor(sqrt(asinh(x)/asinh(y))),"x,y in [1,63], t=64",quantized half log-asinh difference followed by one exact finite exponential/floor LUT,3969,3,981,4.045872,3,663,3969,0,True,True,1755.569,347,Outer interval has 855 consecutive codes; rounding=nearest. Direct outputs were stable at 80 and 110 decimal digits.
Low-dimensional sufficient statistic,integer mean,"t=8, ell=6",public sum followed by one floor-division LUT,262144,8,43,6096.372093,1,43,262144,0,True,True,66.626,,
Low-depth elementary composition,integer RMS,"t=8, ell=6","six square LUTs, addition, then one square-root LUT",262144,8,343,764.268222,7,250,262144,0,True,True,261.642,,
Low-dimensional sufficient statistic,quadratic-energy threshold,"t=8, ell=6, tau=98","coordinate-wise squares, sum, threshold LUT",262144,2,343,764.268222,7,250,262144,0,True,True,264.559,,
Low-dimensional sufficient statistic,variance bucket,"t=8, ell=6","packed sufficient statistics (sum, sum of squares), then bucket LUT",262144,8,12733,20.587764,7,734,262144,0,True,True,368.471,,
Low-dimensional sufficient statistic,clipped affine activation,"t=8, ell=6, w=(3, -2, 1, -1, 2, -3)",public affine score followed by a clipped quantization LUT,262144,8,85,3084.047059,1,85,262144,0,True,True,421.397,,
Comparator network,maximum,"t=8, ell=6",compare-exchange network using an absolute-difference LUT,262144,8,75,3495.253333,5,15,262144,0,True,True,97.117,,Repeated-table record-equivalents are counted conservatively; the absolute-value table can be reused.
Comparator network,lower median,"t=8, ell=6",compare-exchange network using an absolute-difference LUT,262144,8,225,1165.084444,15,15,262144,0,True,True,596.455,,Repeated-table record-equivalents are counted conservatively; the absolute-value table can be reused.
Comparator-network sufficient statistic,range,"t=8, ell=6",insertion compare-exchange network using an absolute-difference LUT,262144,8,225,1165.084444,15,15,262144,0,True,True,567.018,,Public additions/subtractions after the comparison network are not counted as LUT calls.
Comparator-network sufficient statistic,interquartile range,"t=8, ell=6",insertion compare-exchange network using an absolute-difference LUT,262144,8,225,1165.084444,15,15,262144,0,True,True,591.755,,Public additions/subtractions after the comparison network are not counted as LUT calls.
Comparator-network sufficient statistic,top-two sum,"t=8, ell=6",insertion compare-exchange network using an absolute-difference LUT,262144,15,225,1165.084444,15,15,262144,0,True,True,587.120,,Public additions/subtractions after the comparison network are not counted as LUT calls.
Comparator-network sufficient statistic,winsorized mean,"t=8, ell=6",insertion compare-exchange network using an absolute-difference LUT,262144,8,225,1165.084444,15,15,262144,0,True,True,634.443,,Public additions/subtractions after the comparison network are not counted as LUT calls.
Comparator-network sufficient statistic,median absolute deviation,"t=8, ell=6",insertion compare-exchange network using an absolute-difference LUT,262144,4,540,485.451852,36,15,262144,0,True,True,1247.842,,Public additions/subtractions after the comparison network are not counted as LUT calls.
Histogram sufficient statistic,mode,"t=5, ell=8",histogram indicators followed by a tie-aware maximum-count network,390625,5,268,1457.555970,44,495,390625,0,True,True,522.203,,
Histogram sufficient statistic,distinct-count,"t=5, ell=8",histogram indicators followed by zero/nonzero count LUTs,390625,5,245,1594.387755,45,495,390625,0,True,True,362.727,,
Histogram sufficient statistic,second frequency moment,"t=5, ell=8",histogram indicators followed by one nonlinear count table per symbol,390625,15,245,1594.387755,45,495,390625,0,True,True,354.932,,
Histogram sufficient statistic,collision-pair count,"t=5, ell=8",histogram indicators followed by one nonlinear count table per symbol,390625,15,245,1594.387755,45,495,390625,0,True,True,384.948,,
Histogram sufficient statistic,Gini impurity bucket,"t=5, ell=8",histogram indicators followed by one nonlinear count table per symbol,390625,6,245,1594.387755,45,495,390625,0,True,True,368.046,,
Histogram sufficient statistic,plurality margin,"t=5, ell=8",histogram indicators followed by a count compare-exchange network,390625,8,370,1055.743243,50,495,390625,0,True,True,323.725,,
Packed sufficient statistic,quantized Jaccard,"two binary vectors, n=8, output scale=15","pack each bit pair, accumulate two or three counts, then one normalized-score LUT",65536,15,113,579.964602,9,45,65536,0,True,True,86.912,,
Packed sufficient statistic,quantized Dice,"two binary vectors, n=8, output scale=15","pack each bit pair, accumulate two or three counts, then one normalized-score LUT",65536,14,185,354.248649,9,45,65536,0,True,True,57.922,,
Packed sufficient statistic,quantized cosine similarity,"two binary vectors, n=8, output scale=15","pack each bit pair, accumulate two or three counts, then one normalized-score LUT",65536,14,761,86.118265,9,165,65536,0,True,True,62.774,,
Packed sufficient statistic,quantized overlap coefficient,"two binary vectors, n=8, output scale=15","pack each bit pair, accumulate two or three counts, then one normalized-score LUT",65536,10,761,86.118265,9,165,65536,0,True,True,62.907,,
Bounded dynamic program,binary Levenshtein distance,"two binary strings, n=8",pair mismatch LUTs and a fixed min-plus dynamic program,65536,9,2208,29.681159,136,9,65536,0,True,True,559.627,,"This is a structural call/record count, not a latency claim; circuit depth is quadratic in n."
Bounded dynamic program,binary longest-common-subsequence length,"two binary strings, n=8",equality LUTs and a fixed max-plus dynamic program,65536,9,1344,48.761905,128,9,65536,0,True,True,329.334,,Conservative per-cell accounting; no ciphertext-latency claim is made.
Bounded dynamic program,dynamic time-warping distance,"two length-4 sequences over [0,2]",absolute-difference LUTs and a fixed min-plus recurrence,6561,9,1008,6.508929,48,15,6561,0,True,True,16.306,,Every sequence pair was evaluated; records are structural PBS table-equivalents.
Bounded dynamic program,discrete Frechet distance,"two length-4 sequences over [0,2]","absolute-difference, min, and max LUTs in a fixed recurrence",6561,3,320,20.503125,64,3,6561,0,True,True,22.485,,Every sequence pair was evaluated; records are structural PBS table-equivalents.
Screened-out iterative composition,Euclidean GCD,"a,b in [1,32]",worst-case Euclidean chain of division/remainder blocks,1024,32,3549,0.288532,21,32,1024,0,True,False,1176.922,,Maximum observed Euclidean steps=7; rejected when the conservative record count is not smaller.
Screened-out high-interaction control,mixed activation bit,binary ell=12,"exact positional encoding (control, no heuristic claim)",4096,2,4120,0.994175,13,4096,4096,0,True,False,2.991,,"Output range is two, but the retained exact control representation is essentially injective."
